Origin,Destination,Current Mode,Suggested Mode,Current Cost,Optimal Cost,Savings (%),Number of Shipments
KEN,GNQ,Air,Road,12560.956006507386,102.22464077146509,99.18617149269127,38
SOM,UGA,Air,Rail,4162.392348425371,33.94356189929077,99.18451796327821,19
TZA,SDN,Air,Road,6983.774255290444,57.00834749059648,99.18370288891552,19
ZAF,ZMB,Air,Road,7860.34850600461,64.16800342308913,99.18364938432347,76
LBY,ZMB,Air,Road,9226.475806025222,75.3533989203294,99.18329164347756,19
CAF,AUT,Air,Road,9904.278719573336,80.9313470511014,99.18286480679144,19
ZAF,GIN,Air,Road,15895.323250379603,129.94007026741028,99.18252640590805,76
NER,DJI,Air,Rail,16284.166746672458,133.21024106999386,99.18196464613571,19
LSO,BFA,Air,Road,21060.935603894322,172.5966011718299,99.18048939316867,19
GNQ,SAU,Air,Road,18273.03493371109,149.7499334017176,99.18048679956578,38
NGA,PAK,Air,Rail,13888.832764507726,113.83386373709193,99.18039286909703,114
BFA,SLE,Air,Road,4946.639714178326,40.57196391329495,99.17980758135658,19
ETH,GIB,Air,Rail,27565.334430500636,226.17630960301582,99.17949005779971,19
TZA,LSO,Air,Road,10207.647156074929,83.75702806266126,99.17946783639741,19
TUN,CAF,Air,Road,11176.560118247664,91.72874406120071,99.17927570656165,38
TUN,ZMB,Air,Road,12996.873229734336,106.76640991098445,99.17852234130649,38
GHA,MLI,Air,Road,3304.663188755929,27.1847361191024,99.17738254804307,19
MAR,ZMB,Air,Rail,11773.624845215158,96.96138241053583,99.17645259055506,38
RWA,NLD,Air,Rail,20392.83362922155,168.0605307445602,99.1758843631042,38
KEN,TCD,Air,Road,6354.657308751511,52.37937447738536,99.17573250716055,38
GHA,TZA,Air,Rail,10113.702201245402,83.665340058946,99.17275258462087,19
AGO,LSO,Air,Road,14142.04035337782,117.05762690713341,99.17227200614532,19
LBY,RWA,Air,Road,8885.829207321929,73.59562711668937,99.17176410440068,19
SDN,TCD,Air,Road,5461.011943262985,45.272725175530375,99.17098285728194,19
AGO,ETH,Air,Road,10201.778841988567,84.69819376493496,99.16977034028288,19
MWI,ZMB,Air,Road,3045.2885376034737,25.330961841990725,99.16819173194258,19
ZAF,DJI,Air,Rail,18857.945913616226,156.91258761861536,99.16792322802604,76
TZA,TCD,Air,Road,6567.936803832697,54.66357721828273,99.16772071883541,19
CIV,GMB,Air,Road,5969.254364375846,49.787853953746946,99.1659284239774,19
LSO,CAF,Air,Road,15191.527089017613,126.82199975809947,99.16517938575258,19
SDN,TZA,Air,Road,6575.8383891710255,54.938906195948626,99.164533813872,19
DZA,ZMB,Air,Road,9854.466196290092,82.47530914799934,99.16306669985788,38
LSO,LAO,Air,Road,34842.88429659004,291.8835697805363,99.16228643043452,19
LSO,BGR,Air,Road,29543.748835198392,247.56850790527145,99.1620274417906,19
CMR,UGA,Air,Road,5403.496916712137,45.33711392069997,99.16096715479785,38
LBY,MWI,Air,Road,9022.30035550531,75.71485966914774,99.16080315788925,19
LSO,BTN,Air,Road,33401.12287011951,280.54349713850746,99.16007764700187,19
MRT,SSD,Air,Road,10443.067009620145,87.92095996762782,99.15809254229016,19
ERI,LSO,Air,Road,18984.559997582837,159.8376108737303,99.15806523356832,19
NER,CAF,Air,Rail,6160.510268574727,51.88286805911247,99.15781541143156,19
GNQ,BTN,Air,Road,31959.931341534462,269.71011622553704,99.15609920014118,19
MLI,JOR,Air,Rail,14415.035260930255,121.76957943263412,99.15525992667759,19
MLI,SSD,Air,Road,9065.888773588022,76.63744100505123,99.15466157903545,19
MLI,GMB,Air,Road,4658.583163996995,39.430180854981856,99.15360143917337,19
DZA,KWT,Air,Rail,15723.262137648711,133.18255263629075,99.15295851795672,38
SOM,CAF,Air,Rail,10107.665860589495,85.81772240456118,99.15096399516756,19
NGA,MWI,Air,Rail,12097.220025621844,102.76639067699902,99.1504958125971,38
UGA,PAK,Air,Rail,14306.438202863063,121.81062506971527,99.14856078541382,57
SSD,TCD,Air,Rail,6089.215255786405,52.01809104960754,99.1457340746794,19
DZA,SSD,Air,Road,8167.062770613549,69.91894287501087,99.1438912025191,38
TZA,CAF,Air,Road,7309.765366238905,62.76998692434781,99.14128588566933,19
LBY,CAF,Air,Road,8098.647296861555,69.57227554018107,99.14093955459522,19
BWA,NER,Air,Road,11095.690362866599,95.43726932421218,99.13987083089837,19
NGA,SSD,Air,Road,5583.348887288114,48.03662894516485,99.13964486341644,38
DZA,TCD,Air,Road,7342.886261900527,63.262503676140135,99.13845181009565,38
CAF,LBR,Air,Rail,11703.434703838424,100.83223587211607,99.13843894186853,19
NER,SSD,Air,Road,7947.769828964368,68.6339030607736,99.13643821426926,19
ZAF,THA,Air,Rail,18693.328382989297,161.4767280482032,99.13617989937444,76
MWI,BWA,Air,Road,6306.770164628477,54.480983808948075,99.13615079689276,19
EGY,BFA,Air,Road,6503.077862313456,56.30447854063177,99.13418723052777,19
LSO,CZE,Air,Road,31473.895227304998,273.12222624994575,99.13222616940975,19
RWA,LBR,Air,Rail,19297.227082769066,167.53314883231573,99.13182786255383,19
KEN,NER,Air,Rail,11534.704463459284,100.15053253335746,99.13174600311066,38
CAF,CMR,Air,Road,2060.8153636612815,17.9024852712665,99.1312911584927,38
ZAF,SEN,Air,Rail,15762.038172059245,136.9869936175752,99.13090558389584,76
LSO,LTU,Air,Road,32450.565718549627,282.028751147624,99.1308972743535,19
GIN,SSD,Air,Road,10194.34817092434,88.63013415378366,99.1305953782649,19
LBY,UGA,Air,Road,6039.715665609365,52.61775104608237,99.12880416961197,19
MAR,GNB,Air,Rail,5049.897910967647,44.02162946832734,99.12826694233324,38
TCD,LBR,Air,Rail,10761.954946473514,93.83718864072219,99.12806558745658,19
MAR,SSD,Air,Road,9647.92099721468,84.154588382072,99.12774380712314,38
ZMB,NPL,Air,Road,14665.878459806609,127.92999253147005,99.12770317248929,19
MRT,EGY,Air,Rail,14404.330782925093,125.66086496005202,99.12761747245482,19
DZA,OMN,Air,Rail,10065.078426247,87.81383555186763,99.12753948024017,38
MAR,DJI,Air,Rail,21072.782553816945,184.02953246764318,99.12669562267034,38
EGY,NER,Air,Rail,9104.62282169201,79.53990062475944,99.12637895954072,19
EGY,THA,Air,Road,10547.07759460079,92.21606229001068,99.12567190804383,19
ZMB,SDN,Air,Road,8031.340406949771,70.27905600162417,99.12493989246416,19
ZWE,BFA,Air,Road,9318.429099518338,81.57584041491839,99.1245751881169,19
ZMB,BGR,Air,Road,16420.294466161828,143.8457645590535,99.12397573103526,19
SSD,UGA,Sea,Road,1562.9671285446063,13.729556664836178,99.12157099057991,19
DZA,GMB,Air,Road,12868.472399589007,113.12098122953715,99.12094475772315,38
BWA,LUX,Air,Road,8859.977672108378,78.01893137113788,99.11942293470169,19
CMR,SSD,Air,Road,6021.892894149972,53.1338320145785,99.11765564501826,38
ERI,UGA,Air,Rail,6079.240131057358,53.72319528198859,99.11628436903604,19
EGY,MLI,Air,Rail,10930.423606133549,96.69565308479591,99.11535310460853,19
RWA,ERI,Air,Rail,5837.640083526976,51.6504358910732,99.11521719133005,19
GNB,AZE,Air,Rail,21414.169372397253,189.64732613500965,99.11438392572227,19
BWA,LSO,Air,Rail,3324.13001377909,29.47483282616795,99.11330685911834,19
NGA,BFA,Air,Road,2143.468373577735,19.011624407410334,99.11304385724725,38
BFA,KEN,Air,Rail,11225.332055499055,99.69000842650304,99.1119192917089,38
MLI,KWT,Air,Rail,23829.492650547305,211.93289802617332,99.11062773708987,19
LBR,JOR,Air,Rail,21031.205702839856,187.3479115679156,99.10919081761148,19
LBR,ARE,Air,Rail,26635.660602729997,237.4741093174443,99.108435443523,38
NGA,DJI,Air,Rail,15652.267624896329,139.7981924488561,99.10685022899497,38
RWA,GNQ,Air,Road,12327.491527302805,110.19315059760933,99.10611862637622,19
SDN,BWA,Air,Road,8434.333366656187,75.44708019019357,99.10547666412545,19
SSD,RWA,Air,Road,3468.9445256146764,31.06717787496451,99.10441987049477,19
TCD,GMB,Air,Road,13694.367624134755,122.77266359447853,99.10348059169884,19
SEN,DJI,Air,Rail,23861.84243755565,214.1048060499544,99.10273145667503,19
GIN,LAO,Air,Road,17899.28612596518,160.64861454135772,99.10248591250621,19
CAF,SOM,Air,Rail,9021.267703702937,81.11542239372864,99.10084230888711,19
SLE,ETH,Air,Road,12825.160009160216,115.3946497464155,99.10024787477118,19
ERI,CAF,Air,Road,10382.80515995834,93.45435946614442,99.09991222962987,19
SEN,EGY,Air,Rail,14454.998314856977,130.22197592309428,99.09912147281781,19
BFA,SSD,Air,Road,7850.0861965645045,70.74422464946038,99.09880958147414,19
TCD,SSD,Air,Road,5807.334623695813,52.37581763229196,99.09810918388307,19
SLE,SSD,Air,Road,10566.584199066601,95.31622835434172,99.09794663480028,19
BFA,RWA,Air,Road,10495.231717654926,94.70259172353211,99.0976607828084,19
MAR,KEN,Air,Rail,12696.560883266784,114.75463970474503,99.0961754071846,76
MOZ,MWI,Air,Road,5335.864296524872,48.23996055243491,99.09592977123026,19
ZAF,GMB,Air,Road,25506.18735521173,230.65185179030604,99.09570235418515,76
BWA,HUN,Air,Road,15812.363239272678,143.2146447803697,99.09428690314506,19
EGY,CMR,Air,Road,7293.137133032073,66.09846036326046,99.09368959944703,38
GNB,MLI,Air,Road,4031.9713314279834,36.643857642477585,99.09116770357839,19
BDI,MWI,Air,Road,5938.7127418872815,53.983297738294844,99.09099328281134,19
TUN,ZWE,Air,Road,9292.522679414082,84.50761960455634,99.0905847365671,38
AGO,BDI,Air,Road,6983.732021740794,63.51180107987681,99.09057505525469,19
NER,SEN,Air,Rail,5650.575119689044,51.41274167945954,99.09013258667572,19
MOZ,HUN,Air,Road,11706.420317023289,106.59543981335347,99.08942753697009,19
DZA,CAF,Air,Road,8455.850197996588,77.02268597195807,99.08911955429144,38
BDI,GIN,Air,Road,9961.023718330005,90.74617130167353,99.08898749899888,19
ZMB,KEN,Air,Road,6717.868960503753,61.24011796164845,99.08839963503759,38
EGY,CAF,Air,Rail,13961.347825379084,127.58086103239717,99.08618521200025,19
GIN,DJI,Air,Rail,22971.245532641722,209.92848372268114,99.08612494074657,19
GNB,BFA,Air,Road,5288.732764639376,48.33830195972717,99.08601352893234,19
CMR,ETH,Air,Road,6608.6190705860845,60.405747935705676,99.0859550642802,38
LSO,MAC,Air,Road,38198.188524228586,349.7702269155664,99.08432771178741,19
BDI,ZWE,Air,Road,7389.448986652672,67.75317599675,99.08310922615298,19
MLI,RWA,Air,Road,12031.092934498138,110.39953451867187,99.08238150000396,19
BWA,BGR,Air,Road,11546.429004899639,105.98219761371921,99.08212142846288,19
GIN,NER,Air,Rail,5956.5143365675,54.689355674058575,99.0818563914416,19
SDN,GIN,Air,Road,7983.254339141978,73.42619776522302,99.08024729457492,19
LBY,MLI,Air,Road,5391.222662802841,49.5931197494858,99.0801136801183,19
MRT,MLI,Air,Road,2253.2052955233835,20.736386527224266,99.07969386684725,19
TCD,DZA,Air,Rail,8945.831231056072,82.42260646538139,99.07864787143261,38
CAF,NER,Air,Rail,5662.509339469498,52.261531894812855,99.07706056163946,19
ZMB,HUN,Air,Road,10473.19340813163,96.78316893603598,99.07589628908322,19
LBY,NER,Air,Road,6034.5378556492215,56.013196372345966,99.07178979215601,19
LSO,ZAF,Air,Road,4823.480579577088,44.78016492445184,99.07162132850593,76
COD,ZWE,Air,Road,4061.5105234345015,37.7473382516283,99.07060838488957,19
LBY,LBR,Air,Rail,16330.759716191718,151.8413940346289,99.07021230687705,19
CIV,SSD,Air,Road,7211.11051344981,67.11314535286431,99.06930915525857,19
LBR,NPL,Air,Road,36301.200888863554,337.8766170404456,99.0692412130528,19
LBR,VNM,Air,Road,43017.32670852758,400.42835175981514,99.0691463593891,38
ZAF,LSO,Air,Road,4850.177703182906,45.16235537560262,99.06885153205903,76
BEN,NER,Air,Rail,3656.611423289412,34.055612768866055,99.06865650115401,19
DJI,ZWE,Air,Road,12759.088336960529,118.8690050781511,99.06835816212816,19
MAR,BEN,Air,Road,7641.860490832248,71.22650985748966,99.06794281388756,38
CIV,IND,Air,Rail,20997.43906999548,195.81679530892484,99.06742534336608,247
RWA,ZMB,Air,Road,10800.466978384102,100.76886452388605,99.06699530005912,19
ZMB,LUX,Air,Road,12710.105386423857,118.62162214318957,99.06671409451967,19
LBY,BDI,Air,Road,7633.187303632645,71.39484357598387,99.06467847917203,19
CIV,ETH,Air,Rail,9846.454866084006,92.18372411167478,99.06378767418921,19
TUN,GMB,Air,Road,14794.06965872427,138.60462446192284,99.06310685525138,38
ESH,UGA,Air,Road,11481.596001402102,107.63899858865429,99.06250839538762,19
NAM,COD,Air,Road,5119.899816572988,47.9995319260789,99.06249079775534,19
LBY,ZWE,Air,Road,8842.15592689781,82.93843532420524,99.06201116549069,19
TZA,KWT,Air,Rail,14832.309617752302,139.20208289746154,99.06149422116394,19
MOZ,NER,Air,Road,9538.131029546332,89.51614453953917,99.0614917716873,19
NAM,LUX,Air,Road,12261.728919309913,115.11022843261287,99.06122350942421,19
BDI,ZMB,Air,Road,5824.34891926748,54.71474855046409,99.06058601040432,19
MOZ,ZMB,Air,Road,4763.629011720844,44.76130875156743,99.0603527554007,19
MLI,ZWE,Air,Road,7905.142896622471,74.36557943440533,99.05927596240952,19
MOZ,TCD,Air,Road,8518.522123354278,80.14176754349718,99.05920573565477,19
BWA,KWT,Air,Rail,23464.963712257104,221.02247742008,99.05807449723595,19
LBR,BGR,Air,Road,21600.06838080456,203.57347260635404,99.05753320305567,19
LBY,SSD,Air,Road,6286.5699060804645,59.25118780611166,99.057495761738,19
TCD,BEN,Air,Road,5118.569010604685,48.25739058012903,99.05720933956054,19
SLE,DJI,Air,Rail,23196.428904398155,218.70421024909842,99.05716431115123,19
COD,DJI,Air,Road,13693.534105622815,129.11415456436634,99.05711590909647,19
MAR,CHN,Air,Rail,15609.605619436139,147.34332646614868,99.0560727153626,950
BWA,MLI,Air,Road,10608.701990152518,100.36125306553164,99.05397236006166,19
LBR,LAO,Air,Road,44218.274361400225,419.26900730054905,99.05181960771733,19
TZA,IND,Air,Rail,17341.87535821206,164.5089645825223,99.0513773096367,247
NAM,ZMB,Air,Road,3882.1164898565207,36.85976928967714,99.05052387309894,19
LBY,NPL,Air,Road,12171.86531235597,115.70977614164121,99.04936693619028,19
MWI,SAU,Air,Road,13355.66934660626,127.09521024775306,99.04838007778287,38
EGY,TZA,Air,Rail,9420.416811117364,89.6646617709067,99.04818795634297,19
GNB,ETH,Air,Road,10460.296299393796,99.5933326957622,99.04789185845975,19
NGA,TZA,Air,Rail,8911.636599039228,84.89480619509499,99.04737131893096,38
MRT,NER,Air,Road,5531.400395364045,52.69630216345282,99.04732439532638,19
KEN,SOM,Air,Rail,3001.748018060159,28.609900748528702,99.04689199171963,38
GHA,SSD,Air,Road,6747.735778021969,64.40245568992366,99.04556939085124,19
TZA,RWA,Air,Road,6243.399569114156,59.60050321146752,99.04538380810499,19
LSO,LBY,Air,Rail,28396.706641653374,271.1320235452669,99.0451990543595,19
BEN,SSD,Air,Road,7658.512899967494,73.13516994322106,99.04504737540455,19
ETH,GIN,Air,Road,7773.345460406992,74.26006750452238,99.04468329778008,19
CIV,DJI,Air,Rail,18791.814618505625,179.6126085314732,99.04419763509908,19
TGO,SSD,Air,Road,7546.36449371887,72.1689653405037,99.04365916328885,19
DJI,NAM,Air,Rail,17028.360637423204,162.9741945378487,99.04292492972178,19
TGO,MWI,Air,Road,8850.627067555446,84.79956835322692,99.04188067460119,19
NGA,SGP,Air,Road,24280.15751370617,233.1469091186299,99.03976360537604,38
GNQ,LAO,Air,Road,36376.62878056565,349.55087807937747,99.03907841436333,19
TCD,KWT,Air,Rail,14954.843638195061,143.746543562623,99.0387960781115,19
GMB,NPL,Air,Road,37571.54070365577,361.2188747374474,99.0385838111177,19
CAF,UGA,Air,Rail,6303.614246853639,60.607704261981986,99.03852453705852,19
GNB,SSD,Air,Road,11754.151727458115,113.025958550825,99.03841671290671,19
KEN,ETH,Air,Rail,4107.644452686545,39.535516166724534,99.03751367426977,38
MRT,DJI,Air,Rail,23669.24211988974,227.93380415309457,99.03700421416723,19
BFA,GHA,Air,Rail,1973.3933080697864,19.010142204650347,99.03667747696761,19
SEN,VNM,Air,Road,33027.29991206448,318.2866954996072,99.03629210880985,38
TZA,UGA,Air,Road,3398.0962545940674,32.75141514167567,99.03618341895415,19
GIN,KWT,Air,Rail,26410.39541329142,254.61340042717734,99.035934917131,19
ESH,SSD,Air,Road,12236.991790216067,118.19833335490749,99.034089951344,19
TGO,KWT,Air,Rail,20593.113025783012,199.01111598492784,99.03360353660098,19
TUN,KWT,Air,Rail,12455.27546814122,120.37090192375781,99.033574951982,38
AGO,SSD,Air,Road,7498.604712463701,72.47117127343061,99.0335379173545,19
CAF,IRQ,Air,Road,13861.891698790825,133.98548951367476,99.03342565051665,57
MRT,ETH,Air,Road,8502.366144537831,82.22299021963886,99.03293990376476,19
SEN,PAK,Air,Rail,18101.414972156657,175.07292055695854,99.03282190466184,57
SDN,ZAF,Air,Road,8516.623266980407,82.37328764651603,99.03279404214246,76
SWZ,GMB,Air,Road,25354.78132897679,245.8332115728791,99.03042661507031,19
LSO,SDN,Air,Rail,23822.99356134006,231.40660772585187,99.02864177362926,19
ZAF,KWT,Air,Road,25763.480794577295,250.27715750733407,99.02855844867045,76
MWI,AGO,Air,Road,8833.398919399502,85.82993120604037,99.02834761580228,19
MWI,COD,Air,Road,4002.0887595559225,38.92652454914601,99.02734479698383,19
TUN,NER,Air,Road,7030.674116948716,68.46190127402942,99.02623987209151,38
UGA,SOM,Air,Rail,4183.078935296816,40.742244917114625,99.02602256502186,19
MWI,LUX,Air,Road,16337.01646137558,159.1937964735698,99.02556383627366,19
GNB,NER,Air,Rail,6659.814034412758,64.96135733682786,99.02457700768883,19
GMB,BTN,Air,Road,38986.68951235015,380.4103532143126,99.02425582173679,19
BWA,ETH,Air,Road,8587.418042426054,83.84450343211213,99.02363547438964,19
GIN,KEN,Air,Rail,14486.323307813056,141.48773746318813,99.02330125831944,38
MLI,KEN,Air,Rail,11529.722219029934,112.68124074572671,99.02268902402743,38
NGA,AFG,Air,Road,9531.403643369935,93.27769908832941,99.02136450644169,38
EGY,BTN,Air,Road,10073.21804951151,98.61099011177487,99.02105772329077,19
TCD,EGY,Air,Rail,12418.961801467178,121.67858120546335,99.02021937783005,19
GNB,UGA,Air,Road,10089.375317341674,98.88637860723458,99.01989592519898,19
DZA,LBR,Air,Rail,15760.742547249878,154.56296048487027,99.0193167611139,38
GHA,KWT,Air,Rail,21122.27588790584,207.15273660724932,99.01926886237737,19
SEN,GNQ,Air,Road,10826.022365468785,106.24687498224016,99.01859730752885,19
COD,IND,Air,Road,20686.206937297567,203.0420352150893,99.0184665761561,247
GNB,BDI,Air,Road,12151.831130279399,119.31970391000554,99.01809280732441,19
TUN,MNG,Air,Road,17208.875291118562,169.01622850048082,99.01785430110178,38
DZA,DJI,Air,Rail,19147.190475754254,188.10823205845094,99.01756744783708,38
RWA,CZE,Air,Rail,18735.120231772435,184.4113066178647,99.01569189662777,19
DJI,VNM,Air,Road,26127.95412331972,257.18124200144103,99.01568549612577,38
RWA,KEN,Air,Rail,4680.212993940433,46.1064320953535,99.01486466203464,38
ZMB,DJI,Air,Road,12136.290990627227,119.5959508197734,99.01455930059574,19
ESH,RWA,Air,Road,13869.764106059425,136.81991397311262,99.01353827702563,19
LBY,AFG,Air,Road,9311.687179300901,91.87819968350968,99.01330233807954,19
TGO,PAK,Air,Rail,15751.654361878973,155.47921597472774,99.01293405503483,57
MWI,TCD,Air,Road,9716.32685617393,95.94855288329288,99.01250179925427,19
GNQ,AFG,Air,Road,26944.73100670997,266.2570439504742,99.01184003698471,19
TUN,RWA,Air,Road,14065.63088671019,139.1077489449045,99.01100953049792,38
NER,GMB,Air,Road,8350.254979642881,82.59665683140064,99.01084868626452,19
MAR,LAO,Air,Road,13793.509378888937,136.51625492782878,99.0102862790178,38
NER,SLE,Air,Rail,5892.841145802888,58.375633426433104,99.00938050115246,19
CIV,TCD,Air,Road,5400.861622214934,53.530554936275564,99.00885157442116,19
GNQ,HUN,Air,Road,19470.471778605493,193.2112470361893,99.00767043945748,19
LBR,OMN,Air,Rail,27272.407570451975,270.75069728178016,99.00723580570451,19
GMB,RWA,Air,Road,22195.721099312505,220.62123176686487,99.00601908458069,19
MLI,CIV,Air,Road,2140.966435063141,21.294327346949583,99.00538714674798,19
TUN,SSD,Air,Road,7646.761840590768,76.06613496998185,99.00525037191291,38
RWA,DEU,Air,Rail,17755.748006863516,176.65951335668623,99.00505732966924,114
SEN,TCD,Air,Road,6629.58842439577,65.9828466188657,99.00472182592723,19
AGO,NAM,Air,Road,5106.537219526561,50.82517172748071,99.00470378374736,19
MOZ,VNM,Air,Road,15745.768199907132,156.79999337516662,99.00417692306628,38
DZA,AFG,Air,Road,8326.772860155184,82.98381394393358,99.00340966016951,38
CMR,ARE,Air,Rail,5968.217955235869,59.48832974612687,99.00324803496933,76
MAR,GHA,Air,Rail,3159.2211989896573,31.501836961393003,99.00286067428684,38
CIV,AFG,Air,Road,12920.463262174231,128.8813863916776,99.00250181609982,19
GNQ,VNM,Air,Road,36041.98742957652,359.87484651229164,99.00151220235715,38
SOM,LSO,Air,Road,15623.720280608386,156.0565546979517,99.00115624259067,19
DZA,RUS,Air,Rail,13872.363072977916,138.5887661830839,99.00097218149486,1026
DJI,SGP,Air,Road,26265.792008263288,262.50035430607085,99.00059988968356,19
DZA,SEN,Air,Road,8775.557663033554,87.72097938723732,99.00039424552179,38
DZA,CMR,Air,Road,8268.65268860017,82.66086797259698,99.00031031552989,76
MLI,ZMB,Air,Road,9450.354360530946,94.52867183587662,98.99973410276897,19
CAF,IND,Air,Rail,17794.841871151533,178.10794506926803,98.99910352472415,247
ESH,MWI,Air,Road,13729.210438831267,137.41615113987112,98.99909647570696,19
MAR,TCD,Air,Road,7021.226078909405,70.43281959931159,98.99685868525329,38
