Origin,Destination,Current Mode,Suggested Mode,Current Cost,Optimal Cost,Savings (%),Number of Shipments
TUN,JOR,Air,Rail,7858.37730986778,132.2457838845815,98.31713623983771,38
SDN,BLR,Air,Rail,11988.236592855847,201.86728436897957,98.31612195166987,38
CAF,KAZ,Air,Road,19561.00393626591,329.44092311064827,98.31582814366769,38
GHA,ARM,Air,Rail,12503.351475584486,210.61073551125983,98.31556574313277,19
TCD,RUS,Air,Rail,11935.596484500302,201.04994432445406,98.31554338666241,513
UGA,CIV,Air,Rail,7442.920787539116,125.38316865106803,98.31540369392371,19
SSD,FIN,Air,Rail,13702.245332826993,230.8456451272431,98.31527140610892,19
NAM,MLI,Air,Rail,8034.621121584378,135.37480704812583,98.31510652463186,19
NER,GEO,Air,Rail,11638.154004541968,196.10632489473636,98.31497052867489,19
RWA,QAT,Air,Rail,10431.488016943831,175.77403246178162,98.31496683717346,19
MLI,EGY,Air,Rail,13332.180467764803,224.65289557920062,98.31495758610245,19
ESH,JOR,Air,Road,10130.752080560727,170.776538952462,98.31427580504952,19
ZMB,AND,Air,Road,22616.046195260253,381.3458958548346,98.3138259775276,19
BWA,SDN,Air,Rail,8957.395515907041,151.0597659733518,98.31357490349632,19
NER,AFG,Air,Road,13882.285259048289,234.18031677292043,98.31309966332607,19
CMR,NCL,Air,Sea,59141.76637064033,998.2816616906264,98.31205301607933,38
MRT,BGR,Air,Road,9671.100435019978,163.2610863433642,98.31186649916094,19
GHA,BDI,Air,Rail,11825.185479053605,199.63588574749232,98.31177374679565,19
SLE,IRN,Air,Rail,12793.162692324937,215.99070632596357,98.31167076101093,114
MWI,KAZ,Air,Road,23018.932749308482,388.7955303565253,98.31097499353785,38
MWI,CIV,Air,Rail,10898.691833756036,184.1300347767758,98.31053086383746,19
GHA,MRT,Air,Rail,7939.618252152833,134.144151767759,98.31044582362149,19
TZA,AFG,Air,Rail,11436.154661011245,193.2797974528636,98.30992319374795,19
GIN,OMN,Air,Rail,11290.493961081269,190.88444238325818,98.30933488790443,19
ZAF,CAF,Air,Rail,8548.062554151986,144.61330124916705,98.30823300212134,76
TGO,SVK,Air,Road,8411.619224067666,142.31895614247819,98.30806706352958,19
LSO,BHR,Air,Rail,24341.57411118147,411.8817212492257,98.30790843941344,19
SLE,COG,Air,Road,6476.305598649839,109.62177594182576,98.30734090181477,19
TUN,SAU,Air,Road,5988.573911230872,101.37677656128814,98.30716330692407,76
NGA,LTU,Air,Rail,13194.076157203888,223.44735636402402,98.30645697582985,38
LBR,SVK,Air,Road,20569.22513557304,348.45000454293023,98.3059643606102,19
GNQ,SSD,Air,Road,12983.568353709952,220.00299072358064,98.30552753503457,19
BDI,BWA,Air,Road,7091.4615694488275,120.20872093833242,98.30488088018116,19
CMR,KGZ,Air,Road,20266.12121264189,343.7175288388339,98.3039797046885,38
NGA,LBY,Air,Road,4942.2441108128605,83.82606339424802,98.30388662488666,38
MLI,IND,Air,Rail,16887.84211638677,286.4766091906896,98.30365177968645,247
CAF,TUN,Air,Rail,13715.715893717832,232.72734454242882,98.30320672762679,38
ZAF,VNM,Air,Road,15448.108531291504,262.1388296052957,98.30310080308983,152
MLI,SYR,Air,Rail,10391.24452718772,176.38283511297766,98.30258219165675,19
NGA,EGY,Air,Rail,10427.145538904198,177.0093878767099,98.30241759629921,38
GMB,CZE,Air,Road,17653.368733528405,299.6926549554658,98.3023486368,19
LBY,SEN,Air,Road,5473.8860832707705,92.94015555178416,98.30211746941853,19
DZA,NPL,Air,Road,11829.765314641567,200.887695641926,98.30184546946768,38
CMR,VNM,Air,Road,17177.638192762417,291.71938870830485,98.30174913783422,76
TGO,SAU,Air,Road,8826.716491035506,149.99944954586704,98.30062005845313,38
ZMB,SEN,Air,Rail,10253.20193768852,174.31758247881706,98.29987175188597,19
MLI,TKM,Air,Rail,16449.726951117238,279.90940843959527,98.29839480453757,19
DZA,MAR,Air,Road,4498.174312067871,76.54557654639277,98.2982967925224,76
MUS,BLZ,Air,Sea,56600.150001741946,963.1996987894784,98.29823825774342,19
NGA,LBN,Air,Rail,7110.695517318086,121.11106553986347,98.29677609954051,38
ETH,COG,Air,Road,4327.356972280521,73.72432753671733,98.29631971642347,19
BWA,LBY,Air,Rail,9805.747142544562,167.09214870823052,98.29597738673822,19
NGA,SLE,Air,Road,4645.336286024134,79.17338610128976,98.29563714602344,38
LSO,TUR,Air,Rail,28700.1182931756,489.15729281827896,98.29562621372682,76
ZWE,JOR,Air,Road,14959.420844802378,254.97303837791873,98.29556878556225,19
SWZ,TZA,Air,Rail,7573.753815790122,129.093327531542,98.29551724717534,19
RWA,TGO,Air,Rail,8272.469810517954,141.0236644138595,98.29526528782787,19
MRT,DZA,Air,Road,6045.475303249874,103.08777648477584,98.29479451467846,38
ZMB,DZA,Air,Rail,13936.336356995671,237.72493773859017,98.29420780577487,38
BFA,ISR,Air,Rail,11851.086851454791,202.24249676658314,98.29346878221759,19
DZA,IRN,Air,Rail,7957.864856327145,135.8367234307608,98.29305063753678,228
ETH,IRQ,Air,Road,5547.302858420757,94.74062029704616,98.29213182126463,57
MOZ,SRB,Air,Road,17734.078203604506,302.88508839213523,98.2920731209442,19
TCD,COD,Air,Road,5270.7107084294785,90.02514368632733,98.29197334730685,19
RWA,ARE,Air,Rail,11406.066881542689,194.87508164900203,98.29147870450988,38
RWA,FIN,Air,Rail,13630.291898380323,232.8852969076342,98.29141372287626,19
KEN,MAR,Air,Rail,13650.748411016722,233.41031303913238,98.29012808667134,76
ESH,ARM,Air,Rail,15658.295107791908,267.8118066909365,98.2896490017124,19
ZAF,ZWE,Air,Road,3306.220943617402,56.56229952765447,98.2892159812596,76
GNB,SWZ,Air,Road,11866.667362653046,203.15001637924965,98.28806176013151,19
ERI,COG,Air,Road,6883.18887672054,117.83692194059373,98.28804753071462,19
SWZ,MNG,Air,Road,24373.7909083213,417.2953561175539,98.28793412691874,19
ETH,GNB,Air,Rail,9639.186768684951,165.07414056678292,98.2874681803753,19
ERI,ZAF,Air,Road,7744.794582306444,132.64435788806176,98.28730954089993,76
ESH,UZB,Air,Rail,17618.677547839747,301.89109937343665,98.28652804074702,19
ETH,CIV,Air,Rail,7784.297364560414,133.38784291468025,98.28644980185425,19
SEN,QAT,Air,Rail,10323.1661995837,176.92335926901777,98.28615217610124,19
UGA,SDN,Air,Rail,5332.113114823905,91.39438138602407,98.28596319286744,19
TCD,OMN,Air,Rail,9794.726697641385,167.9068195976115,98.28574267786315,19
NGA,RWA,Air,Road,11972.606833195425,205.24418247440988,98.28571851281923,38
ZAF,GEO,Air,Road,16480.22356975559,282.62743973212235,98.28505093674337,76
ZWE,AGO,Air,Road,7493.065465669902,128.5556386520067,98.28433850950596,19
COD,SWZ,Air,Road,5404.618594010125,92.74559535138985,98.28395669855078,19
EGY,PYF,Air,Sea,62327.85028753141,1069.8657336846275,98.28348687023679,19
SOM,SDN,Air,Road,6297.76480790558,108.12344463441814,98.28314572022934,19
CAF,SAU,Air,Rail,10915.749179482575,187.45499237240918,98.28271070276374,38
CAF,LBN,Air,Rail,11611.559114208721,199.41813086936716,98.2825895393725,19
ETH,BGR,Air,Road,7424.816103077307,127.6353869092702,98.28096231425356,19
SEN,KGZ,Air,Rail,19717.332879840702,339.1912628422209,98.27973050458048,19
UGA,ARM,Air,Rail,11703.300022319661,201.35419919767696,98.27950920839704,19
RWA,LBY,Air,Rail,9176.214700105156,157.88487777998137,98.27941168619157,19
NGA,PSE,Air,Road,5441.85459248491,93.634623952183,98.27936189104555,38
SSD,BGR,Air,Road,8539.45392421774,146.9712707915638,98.2789148803209,19
ESH,KGZ,Air,Rail,21773.811113328215,374.75261852005116,98.27888367098649,19
SWZ,MAC,Air,Road,17586.28499348068,302.72965810443793,98.27860370614565,19
TUN,UZB,Air,Road,16233.712466460236,279.4698567489975,98.27845998057192,38
MRT,BWA,Air,Road,13037.328019256885,224.50060723739693,98.27801673083782,19
NER,BDI,Air,Road,9710.357083274417,167.23176934100394,98.27780000357502,19
TGO,ETH,Air,Rail,7817.101434324456,134.63043225842893,98.27774484712103,19
ETH,MWI,Air,Road,8936.06643318733,153.97374164068313,98.27694049958218,19
SWZ,BHS,Air,Sea,48634.800366322655,838.1128642971993,98.27672189875473,19
TCD,GIB,Air,Rail,22767.14901105552,392.35934656710276,98.2766426030041,19
RWA,TKM,Air,Rail,13728.585312919548,236.63300751042962,98.2763482025512,19
DJI,PAK,Air,Rail,12661.91404546026,218.25744928621262,98.27626811789591,57
GHA,ROU,Air,Rail,13007.06235534462,224.23766778512365,98.27603142309081,19
MOZ,EGY,Air,Rail,14046.00759653323,242.15120302013838,98.27601401070076,19
TUN,KEN,Air,Rail,8803.830085479742,151.93540146088793,98.27421247359742,76
TUN,SWZ,Air,Road,10974.744484446257,189.4936406365238,98.27336626465355,38
BEN,MNG,Air,Road,19418.97755752609,335.3561752156796,98.27304926728387,19
SSD,DEU,Air,Rail,10385.53562782594,179.42206230348833,98.27238508697843,114
SWZ,BTN,Air,Road,15889.390647038232,274.5914489067456,98.27185664317511,19
ERI,LUX,Air,Road,10651.291158637805,184.08820623947003,98.27168177549834,19
CMR,AUT,Air,Rail,9620.985561449319,166.287283875625,98.27161902682894,38
CMR,HUN,Air,Road,7170.905175398939,123.98295622997672,98.27102781033388,38
GNB,KGZ,Air,Rail,25338.51410631652,438.10635718996167,98.27098639110513,19
UGA,EGY,Air,Rail,8783.071103861448,151.89039552457785,98.2706459536938,19
MWI,TZA,Air,Rail,6670.703613624829,115.42390820104107,98.26968915295099,19
LBY,IRQ,Air,Road,5242.086005879233,90.70940378251139,98.26959337025801,57
TGO,GEO,Air,Rail,13424.217116686954,232.36390594142014,98.26906922078471,19
TUN,IRN,Air,Rail,6836.846225349167,118.35646323737795,98.26884415216851,228
LSO,AGO,Air,Rail,14089.781813007874,243.96537239336996,98.26849431998913,19
CIV,TJK,Air,Rail,19746.380800084415,342.22505517651575,98.26689731834274,19
MOZ,KEN,Air,Road,8589.187668174985,148.87620344853167,98.26670217021623,38
SSD,EGY,Air,Rail,8298.134804383188,143.8320504272986,98.26669421721945,19
MWI,AND,Air,Road,23639.03182522628,409.7921055588729,98.26645985931806,19
MRT,KAZ,Air,Rail,19780.5180921175,342.97978790967557,98.26607277770772,38
TZA,SEN,Air,Rail,10406.75988796595,180.4763848461274,98.26577737173676,19
SSD,GIB,Air,Rail,28508.02280382171,494.42134707223073,98.26567647123548,19
SLE,PSE,Air,Road,11972.015330846283,207.70519514993188,98.26507743759086,19
SWZ,AFG,Air,Road,19052.705055394563,330.6703952269315,98.26444384529374,19
MWI,GIN,Air,Rail,14451.92444968386,250.86014512884742,98.2641748093671,19
ZWE,FRA,Air,Road,11020.15135268853,191.29366145775018,98.2641466951261,114
TUN,TZA,Air,Rail,10142.925481651542,176.07532471085213,98.26405779053223,38
TZA,RUS,Air,Rail,18244.410973567366,316.7221606938221,98.26400446058416,513
GAB,TKM,Air,Rail,15561.148916847174,270.14936913045347,98.26394972136036,19
GNB,ZAF,Air,Road,10292.869465856138,178.762681577761,98.2632376503874,76
MAR,JOR,Air,Road,10884.589731427242,189.05182475502252,98.26312401826988,38
MUS,OMN,Air,Sea,19431.473104776047,337.51455174180757,98.26305216325134,19
BWA,SEN,Air,Rail,9767.267908612272,169.67832178872226,98.26278624302802,19
UGA,BLR,Air,Rail,12744.269157223718,221.42844532368804,98.26252535479307,38
NAM,BTN,Air,Road,14522.066916755097,252.38542904727225,98.26205573563308,19
GNB,COG,Air,Road,7163.376965251734,124.53565850030428,98.26149511460301,19
DJI,MAC,Air,Road,27346.12693026861,475.52468375715324,98.26108945895804,19
GMB,UGA,Air,Road,21294.96879988821,370.3934725553004,98.26065266384778,19
GMB,BWA,Air,Road,25651.81077644459,446.1853025993696,98.2606089430182,19
MRT,QAT,Air,Rail,10473.296377911063,182.26048193619764,98.2597601045589,19
MRT,NCL,Air,Sea,68365.72621714935,1189.7823469354173,98.25968008712974,19
NGA,TON,Air,Sea,64934.81898836843,1130.138558268398,98.25958002828831,38
GNB,VNM,Air,Road,16920.35969395717,294.604262006028,98.2588770727419,38
SSD,IRQ,Air,Road,7927.017546827359,138.02894308213465,98.25875315316569,57
MRT,PAK,Air,Rail,14061.530792388778,244.92540831117626,98.25818815940191,57
MAR,TKM,Air,Road,13612.544718868734,237.18144669291914,98.25762595024459,38
NER,MWI,Air,Rail,14223.072652488127,247.85463938123715,98.25737626856684,19
NER,ISR,Air,Rail,9310.996954726028,162.27476079896175,98.25717093896593,19
TCD,NCL,Air,Sea,63738.822930151924,1110.9587940871127,98.257013946893,19
SOM,UKR,Air,Rail,14709.04836421686,256.38743318550286,98.25694071542233,133
AGO,NER,Air,Road,7194.479385271321,125.40749074725419,98.25689276413814,19
LBY,NCL,Air,Sea,59167.31882606232,1031.4524675328328,98.25671927003307,19
BEN,HUN,Air,Road,7764.5853824454025,135.49294873269358,98.25498797348506,19
KEN,MRT,Air,Rail,11172.648680321265,195.05241502160303,98.25419718633815,38
BDI,AFG,Air,Road,14025.13519444126,244.87633595820012,98.25401800008848,19
ETH,MRT,Air,Rail,10230.297953073195,178.6216792149791,98.25399338284844,19
CMR,TJK,Air,Rail,16241.375786989649,283.57740357392504,98.25398163743561,38
KEN,TGO,Air,Rail,7744.866004000022,135.23548192687014,98.25386931346488,38
NGA,JOR,Air,Rail,6224.925248528593,108.71256864793412,98.2535923837217,38
ZMB,ARE,Air,Rail,6862.194940733519,119.8744674171757,98.25311772031411,38
MLI,DZA,Air,Rail,7455.338097520795,130.25749405953843,98.25282914931981,38
DZA,KGZ,Air,Road,14368.93473164796,251.1070485843744,98.2524310028961,38
ESH,PSE,Air,Road,11331.839395469611,198.0536630885862,98.25223729196368,19
CIV,ARE,Air,Road,7203.155915714178,125.90099857096847,98.25214114418506,38
CIV,GEO,Air,Rail,12255.85051927081,214.36027192258814,98.25095556130084,19
TGO,BGR,Air,Road,10163.943104623817,177.7800249804799,98.25087544124874,19
TCD,PAK,Air,Road,16675.2612873224,291.81595789838826,98.25000668433155,57
KEN,HKG,Air,Rail,21366.64760428287,373.94477099182063,98.24986690510651,38
SLE,AZE,Air,Rail,16345.92405458846,286.1796677082925,98.24922918549863,19
EGY,OMN,Air,Rail,3728.3945471677835,65.28504096111455,98.24897713653435,19
BEN,CMR,Air,Road,2979.293655195726,52.175080284254726,98.2487432820439,38
GIN,KAZ,Air,Road,15675.32715567328,274.51808968142376,98.24872497425314,38
NGA,GIN,Air,Rail,4617.278516016608,80.87592273505341,98.24840709836957,38
ZMB,COG,Air,Road,5051.320751747038,88.48293122570642,98.24832087340518,19
SDN,HUN,Air,Road,6432.667056930524,112.70428705194902,98.24793843588529,19
GMB,ZWE,Air,Road,23950.719595879094,419.7755272071287,98.24733647134613,19
EGY,AGO,Air,Road,6168.703263949454,108.18364203387678,98.24624986152092,19
CAF,MWI,Air,Road,8081.290497410834,141.73974008989995,98.2460754240265,19
SDN,TJK,Air,Rail,12833.845069323745,225.1346113069509,98.24577427816172,19
SEN,RWA,Air,Rail,16702.8069389068,293.1761435279911,98.24474925322234,19
ETH,SWZ,Air,Rail,10278.941904112686,180.50477160579484,98.24393626027235,19
ZAF,TUN,Air,Road,15862.718941834397,278.603771488461,98.243656888141,152
GHA,COG,Air,Road,3935.376736278537,69.12108295268949,98.24359679937395,19
TCD,LUX,Air,Road,9198.633822100202,161.57451687501077,98.2434944144986,19
MUS,MEX,Air,Sea,59856.34777237525,1051.4914999670311,98.24330828876214,95
NER,SYR,Air,Rail,9422.327048536832,165.63033679584998,98.24215041631813,19
UGA,MRT,Air,Rail,9400.86470100982,165.26125351945487,98.24206326997023,19
KEN,BIH,Air,Road,11859.278403362941,208.53332316653484,98.24160192489113,38
COD,LUX,Air,Road,10508.107015864689,184.77736271905812,98.24157326871445,19
MOZ,BTN,Air,Road,13979.157743537131,245.87325598729115,98.24114399094634,19
GNQ,JOR,Air,Road,15730.910181800513,276.72729856435353,98.24086912094567,19
SEN,ISR,Air,Rail,11893.983446590695,209.2565592440358,98.24065200541358,19
GAB,TUN,Air,Rail,8703.050790873363,153.18583689236536,98.23986047452455,38
MRT,GNB,Air,Rail,1946.4093654266817,34.27020852974196,98.23931136283711,19
BEN,ETH,Air,Road,6520.3979422423645,114.81293918324795,98.23917282042814,19
TCD,TKM,Air,Rail,13404.12757283994,236.10189841153226,98.23858809811739,19
BWA,GHA,Air,Rail,8620.6148187634,151.86707664429997,98.2383266177982,19
UGA,BEN,Air,Rail,6909.405863131816,121.725752294067,98.23826021071379,19
ZAF,NCL,Air,Sea,48689.29550734466,858.7026062991102,98.23636263915631,76
LBY,PAK,Air,Rail,10252.42390918817,180.84353567460525,98.23608995027475,57
GAB,MLI,Air,Rail,5082.343094071943,89.65355104898563,98.23597995275924,19
AGO,ARM,Air,Road,17987.65624701028,317.49745024522764,98.23491484446176,19
GHA,BGR,Air,Road,7998.017932306619,141.2551764643412,98.23387272121803,19
ZWE,ISR,Air,Road,13342.612812132193,235.65573461335637,98.23381118877197,19
SOM,LTU,Air,Road,14534.613113430481,256.7283373342962,98.23367615408304,19
MUS,CAN,Air,Sea,53457.807936132696,944.3174887022826,98.23352747678977,95
SDN,SEN,Air,Rail,11535.576325196173,203.79538790261415,98.23333154618828,19
CAF,MLI,Air,Road,6428.71805717334,113.60744714156044,98.2328133520369,19
NAM,CRI,Air,Sea,45670.03579683119,807.4366092129214,98.23202107218636,19
SLE,MNG,Air,Road,23058.582155678774,407.7483016789717,98.23168528348326,19
ZWE,ZAF,Air,Road,4388.188760964063,77.59956936431297,98.23162645019708,76
DJI,JOR,Air,Road,8076.087177877653,142.85496205725306,98.23113645369546,19
TUN,DZA,Air,Road,2937.2569398043106,51.96339961759461,98.23088682118983,76
MWI,EGY,Air,Road,14326.742256558457,253.51153564111786,98.23050117674124,19
TCD,CIV,Air,Rail,6076.701783219938,107.55970430690432,98.22996572575082,19
ETH,SSD,Air,Road,2261.992261186489,40.04277855927651,98.22975616467085,19
CAF,SWZ,Air,Road,8667.125279718646,153.44228581203544,98.22960577054198,19
GNQ,ETH,Air,Road,11994.787685557358,212.37799822903264,98.22941427729687,19
TCD,TJK,Air,Rail,14387.683282371607,254.81217219477702,98.22895620376225,19
UGA,ROU,Air,Rail,15271.069772304536,270.6070812970423,98.22797560791837,19
TCD,AGO,Air,Rail,9966.786815244435,176.66024741477443,98.22751052380724,19
BWA,SYR,Air,Rail,11720.172458449342,207.7572604863999,98.22735321324882,19
MWI,LTU,Air,Road,18891.063381723838,334.9274229706075,98.22705892091479,19
EGY,SWZ,Air,Rail,13124.633001261403,232.69331260253142,98.22704899573066,19
SLE,THA,Air,Road,23677.63921648416,419.8111651547237,98.22697203333323,19
DJI,SEN,Air,Rail,23861.842437555642,423.0845323553247,98.22694105259264,19
COD,SGP,Air,Rail,15404.076004887613,273.16705526400074,98.22665731344532,19
BDI,DJI,Air,Road,8116.043414024028,143.96859856883188,98.22612335562346,19
GNQ,LSO,Air,Road,15766.667831359597,279.6950559344591,98.22603571708316,19
KEN,SDN,Air,Rail,6909.948179289092,122.5835993730351,98.22598381069702,38
UGA,GAB,Air,Road,5413.139904500153,96.07628533196018,98.22512835383974,19
GAB,SEN,Air,Rail,6946.325885795359,123.43222129034065,98.22305743612246,19
LSO,KWT,Air,Rail,25173.50804586355,447.3473576958078,98.22294391039664,19
SEN,YEM,Air,Rail,9905.54302152681,176.03643254538437,98.22284924548993,19
LSO,KEN,Air,Rail,11955.810944531497,212.48561854116488,98.22274189909005,38
ETH,ISR,Air,Road,7149.813503993668,127.1162493480705,98.22210398527083,19
BFA,GAB,Air,Road,4261.270884337172,75.78259143486777,98.22159647927063,19
SSD,PAK,Air,Rail,10768.206000515762,191.64068132391654,98.22031003757972,57
TCD,ETH,Air,Rail,4856.423664393738,86.43026818210308,98.22028978205111,19
CAF,FIN,Air,Rail,14407.84608398857,256.53395711265443,98.21948433084845,19
GIN,BEN,Air,Rail,3690.311768217581,65.71208824165542,98.2193350489356,19
MOZ,ETH,Air,Rail,6254.11880005529,111.37577855985556,98.21916113012003,19
RWA,PSE,Air,Road,10301.278630245837,183.50763819573766,98.21859358646086,19
BDI,TGO,Air,Road,8151.52242945852,145.24783233893692,98.21815085959857,19
ZMB,CMR,Air,Rail,7475.970075387318,133.24263748731835,98.21772109647704,38
DZA,PYF,Air,Sea,56798.10613159966,1012.7565941483131,98.21691837435252,38
AGO,KAZ,Air,Road,18755.27794532381,334.4702332702964,98.21666074880171,38
KEN,AZE,Air,Rail,10748.106150033354,191.6913488466196,98.21651046081243,38
ERI,CHN,Air,Rail,20362.821333170497,363.22129264455515,98.21625261695502,475
TCD,NGA,Air,Road,3642.5873051199014,65.05280686216443,98.21410438753992,38
SEN,NGA,Air,Road,6199.446089169297,110.75621608613699,98.21344980675559,38
MAR,ARM,Air,Rail,10190.691074390095,182.1604907246484,98.21248147554556,38
NER,FIN,Air,Rail,11015.290072429736,196.92872661439608,98.212223869553,19
LBY,LTU,Air,Road,5653.416984614526,101.10932355628874,98.21153607046054,19
GNB,PAK,Air,Rail,21374.86863151178,382.3411212745528,98.211258614657,57
CMR,BGR,Air,Road,7061.322710495285,126.35910452824422,98.2105462431219,38
DZA,TKM,Air,Road,11729.831839717808,210.0006208890834,98.20968771113998,38
CAF,BIH,Air,Road,15712.981581681068,281.3366575741298,98.20952722364211,19
SEN,SLB,Air,Sea,65558.8720991785,1173.935613981764,98.20934135015958,19
SDN,MNG,Air,Road,14112.169713364225,252.7780718529535,98.208793707933,19
EGY,COD,Air,Rail,8034.033689179666,143.93999321403203,98.20837204842827,19
CMR,UZB,Air,Rail,15269.405261081492,273.5964645037652,98.20820483950932,38
SDN,CRI,Air,Sea,48266.66809788981,864.9126069870214,98.20805404418452,19
EGY,BEN,Air,Rail,5909.847508629504,105.9224724540675,98.20769533732638,19
TUN,SEN,Air,Rail,8120.324190869538,145.5663681129512,98.2073823077578,38
MRT,SYR,Air,Rail,8988.731957658634,161.1706115656475,98.20697054573616,19
BEN,PSE,Air,Road,8651.159929103433,155.3115933124324,98.20473098884756,19
BDI,CHE,Air,Road,12959.679355667893,232.66820549600035,98.2046762183646,19
BWA,KEN,Air,Road,6280.660128773317,112.84831020873332,98.20324125338759,38
ETH,PAK,Air,Rail,8828.219230929222,158.65906305049253,98.20281917677532,57
CIV,LBY,Air,Rail,7381.713109939773,132.73050273590653,98.2019010931598,19
BDI,SRB,Air,Road,15818.60664572351,284.4980057458104,98.2014976911843,19
SLE,MWI,Air,Road,13751.225537823659,247.38776552537658,98.20097659772273,19
CMR,GEO,Air,Rail,11140.173179159441,200.56003083559514,98.19966864419312,38
LBR,NZL,Air,Sea,62909.06955094698,1132.749242658665,98.19938643069374,19
GHA,ZAF,Air,Road,6403.380699279978,115.35778482804993,98.19848623335761,76
BEN,COG,Air,Road,4386.07094335042,79.03251365460848,98.1981022497042,19
KEN,ROU,Air,Rail,11628.224140623419,209.59047177844255,98.19757110592462,38
CAF,MDA,Air,Rail,16824.046650569016,303.2822846974239,98.19732855598588,19
LBY,OMN,Air,Rail,8587.91933103709,155.00480151646266,98.19508316809323,19
BEN,MRT,Air,Road,4926.215720946694,88.93196340335525,98.19472048239363,19
CAF,SVK,Air,Road,14067.598736995438,253.9683020392104,98.19465776080663,19
GIN,COG,Air,Road,5752.045322595565,103.85948043071514,98.19439043668994,19
SYC,PHL,Air,Sea,32357.37261069895,584.2522163563059,98.19437683218098,38
TUN,CIV,Air,Rail,6318.147430098831,114.09477874679521,98.19417352935986,38
RWA,DNK,Air,Rail,15298.629243302415,276.29553963032225,98.19398499541204,19
SLE,ARE,Air,Rail,12306.115984153092,222.2677377380008,98.1938433050345,38
KEN,IRN,Air,Rail,10781.911259720368,194.77608889865502,98.19349200520402,228
ZMB,MKD,Air,Road,14865.412331739857,268.68179826515393,98.192570833091,19
GIN,MWI,Air,Rail,13756.94536783738,248.77395692325163,98.19164828912628,19
TCD,BIH,Air,Road,12339.492477151136,223.2929292227038,98.19042047607573,19
GAB,KEN,Air,Rail,8228.20696599533,148.91474611760887,98.1901920219918,38
NGA,ROU,Air,Rail,8556.085154990069,154.8737267337038,98.18989965704843,38
CMR,LBN,Air,Rail,5800.093701632816,104.99704383646434,98.18973538639719,38
TCD,ARM,Air,Rail,12243.736236236127,221.72362246418072,98.1890852744118,19
EGY,SLB,Air,Sea,48582.28615994783,880.321467801896,98.18797850536797,19
TZA,IRN,Air,Rail,10014.335972174853,181.4885870404024,98.18771222031421,114
NER,CMR,Air,Road,4503.422674188767,81.6559209897628,98.18680308517848,38
RWA,PAK,Air,Rail,13029.438377358338,236.27687304822499,98.18659203716093,57
GNB,BHR,Air,Rail,15504.49987361196,281.2067091063229,98.18628971331783,19
RWA,MRT,Air,Rail,11112.998157519116,201.7223877447107,98.18480679214166,19
ERI,MNG,Air,Road,19837.070729719442,360.2820141006079,98.18379427583105,19
ERI,RUS,Air,Rail,13519.185888437156,245.71726813538072,98.18245514069349,513
GAB,BTN,Air,Road,13481.209092184732,245.11524885712313,98.1818007036237,19
RWA,COG,Air,Road,5412.42061363453,98.41935238228088,98.18160192254182,19
ZMB,BIH,Air,Road,14735.246882753481,268.0231578381482,98.18107453529096,19
TZA,SVN,Air,Rail,14121.903470402745,256.9599892136577,98.18041534023934,19
ETH,NOR,Air,Rail,8110.339137141859,147.57753435847152,98.18037776395033,19
TZA,FJI,Air,Sea,49688.57359093808,904.4724322238402,98.17971745441936,19
ZMB,MNG,Air,Road,18458.353551101998,336.0019351683956,98.17967548276626,19
GAB,MNG,Air,Road,19249.017131445908,350.50019937119504,98.17912677318674,19
NGA,UGA,Air,Rail,4614.828728522089,84.04087914229147,98.17889494743598,38
UGA,UZB,Air,Rail,15721.005783862242,286.3071830032668,98.17882400821222,19
SLE,AFG,Air,Rail,19514.125206414064,355.4118780386087,98.1786942828378,19
GMB,LSO,Air,Road,26208.44010864335,477.3612186341517,98.1785973653704,19
DZA,GNB,Air,Road,6252.479571947457,113.88598087391959,98.17854693384551,38
CIV,TGO,Air,Rail,1023.5839164932328,18.645729518519115,98.17838779819843,19
BDI,LBR,Air,Rail,17768.468608577816,323.6987202721707,98.17824075105773,19
TGO,LTU,Air,Road,12153.868555643825,221.83604526631342,98.17477008040127,19
KEN,LTU,Air,Rail,12745.46375222788,232.6782005619258,98.17442342557952,38
NAM,NER,Air,Rail,10611.599309722076,193.88086704062047,98.17293452775783,19
TGO,PYF,Air,Sea,55220.117300401245,1008.9467325465084,98.17286383681918,19
SLE,BGR,Air,Road,12277.184474752476,224.35405769709962,98.17259357665861,19
ZMB,SLE,Air,Rail,12029.986445346844,219.85444841292534,98.17244641619722,19
ERI,VNM,Air,Road,11055.205589078594,202.06922703005307,98.17218028736004,38
GAB,MRT,Air,Rail,5647.387247032957,103.23413404991246,98.17200185618314,19
BWA,COG,Air,Road,5453.6647818340725,99.73169580133288,98.1712903196116,19
ESH,GEO,Air,Rail,13880.27960298904,253.98542522868277,98.17017068464537,19
MOZ,IRN,Air,Rail,14986.12430915588,274.28199609493004,98.16976030335371,114
MWI,GBR,Air,Rail,19299.914611050564,353.3357559228441,98.16923668812227,57
CAF,QAT,Air,Rail,12705.99729829862,232.6443741962164,98.1690191746903,19
UGA,LBN,Air,Rail,7242.238909841379,132.66969374703186,98.16811216256967,19
ZAF,BDI,Air,Road,8459.844305150446,154.994298407569,98.16788237682805,76
SYC,CAN,Air,Sea,48742.80143922943,893.1254219194304,98.167677286598,95
ZWE,SLE,Air,Rail,13380.753320868906,245.18588407419128,98.16762271753568,19
NAM,ARE,Air,Rail,6870.206504513948,125.9334429028303,98.1669627714962,38
NAM,GIN,Air,Road,7008.637854202805,128.51546815666524,98.16632745434836,19
